keyword,normalized_query,search_intent,cluster,subcluster,country,city,audience,course,problem,funnel_stage,estimated_demand,competition_evidence,opportunity_score,ai_search_potential,existing_target_url,recommended_target_url,cannibalization_risk,content_type,action,evidence_source,confidence
atabyasat,atabyasat,informational,unclustered,unknown,Netherlands,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,45.7,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
attahyat,attahyat,informational,unclustered,unknown,Netherlands,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,45.7,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
bismillah meaning in punjabi,bismillah meaning in punjabi,informational,islamic-terms,definition,Ireland,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:49,45.7,HIGH,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
england and wales muslim percentage 2021 census ons 6.5%,england and wales muslim percentage 2021 census ons 6.5%,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:7,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
how to learn quran in 30 days,how to learn quran in 30 days,commercial,islamic-general,reference,United Kingdom,,none,none,none,middle,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:43,45.7,HIGH,/blog/finish-quran-in-ramadan-30-day-plan,/blog/finish-quran-in-ramadan-30-day-plan,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
how to say the name saad,how to say the name saad,informational,noorani-qaida,course,Vietnam,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:48,45.7,HIGH,/noorani-qaida/arabic-letters/saad,/noorani-qaida/arabic-letters/saad,LOW,course,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
in sha allah khair meaning,in sha allah khair meaning,informational,islamic-terms,definition,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:12,45.7,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
inchallah in english,inchallah in english,informational,islamic-general,reference,TUN,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:11,45.7,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
learn quran online canada,learn quran online canada,commercial,islamic-general,reference,Canada,,none,none,none,middle,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:30,45.7,MEDIUM,/locations/online-quran-classes-canada,/locations/online-quran-classes-canada,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
noon meaning in arabic,noon meaning in arabic,informational,noorani-qaida,course,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:66,45.7,HIGH,/noorani-qaida/arabic-letters/noon,/noorani-qaida/arabic-letters/noon,LOW,course,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ons 2021 census muslim percentage england and wales 6.5% official,ons 2021 census muslim percentage england and wales 6.5% official,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:9,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ons 2021 census muslim population england and wales 3.9 million,ons 2021 census muslim population england and wales 3.9 million,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:8,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ons 2021 census muslims 6.5% england and wales,ons 2021 census muslims 6.5% england and wales,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:7,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ons census 2021 muslim population england wales official,ons census 2021 muslim population england wales official,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:9,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ons england wales muslim population 2021 3.9 million,ons england wales muslim population 2021 3.9 million,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:9,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ons muslim population england and wales 2021 census 3.9 million,ons muslim population england and wales 2021 census 3.9 million,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:9,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ons religion england and wales census 2021 muslim 3.9 million 6.5%,ons religion england and wales census 2021 muslim 3.9 million 6.5%,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
safar ki dua in quran which para,safar ki dua in quran which para,informational,quran-surahs,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:9,45.7,MEDIUM,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
seen en arabe,seen en arabe,informational,noorani-qaida,course,DZA,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:14,45.7,LOW,/noorani-qaida/arabic-letters/seen,/noorani-qaida/arabic-letters/seen,LOW,course,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
surah masura,surah masura,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:3,45.7,LOW,/blog/dua-e-masura-arabic-english,/blog/dua-e-masura-arabic-english,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
tashahhud (attahiyat),tashahhud (attahiyat),informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,45.7,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
uk 2021 census muslim 6.5% ons,uk 2021 census muslim 6.5% ons,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:6,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
uk census 2021 muslim population percentage england wales scotland northern ireland,uk census 2021 muslim population percentage england wales scotland northern ireland,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:7,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
uk muslim population census england wales 2021 ons,uk muslim population census england wales 2021 ons,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
uk muslim population percentage 2021 census 2026 estimate,uk muslim population percentage 2021 census 2026 estimate,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:8,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
uk muslim population percentage 2021 census office for national statistics,uk muslim population percentage 2021 census office for national statistics,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
uk muslim population percentage 2021 census office for national statistics england wales scotland northern ireland,uk muslim population percentage 2021 census office for national statistics england wales scotland northern ireland,informational,islamic-demographics,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,45.7,MEDIUM,/blog/muslim-population-statistics-uk-usa,/blog/muslim-population-statistics-uk-usa,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what does labayk mean,what does labayk mean,informational,unclustered,unknown,UKR,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:13,45.7,HIGH,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
attahiyat full in english,attahiyat full in english,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:21.8,45.6,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
attahiyat translation,attahiyat translation,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:24.2,45.6,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
female quran tutor,female quran tutor,commercial,quran-learning-service,service,Pakistan,,women,none,gender-preference,middle,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:87.7,45.6,MEDIUM,/female-quran-teacher-online,/female-quran-teacher-online,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
free online quran classes for adults,free online quran classes for adults,commercial,quran-learning-service,service,Pakistan,,adults,none,cost,middle,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:76.7,45.6,MEDIUM,/online-quran-classes-for-adults,/online-quran-classes-for-adults,MEDIUM,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
online quran academy usa,online quran academy usa,commercial,quran-learning-service,service,Pakistan,,none,none,none,middle,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:80.8,45.6,MEDIUM,/locations/online-quran-classes-usa,/locations/online-quran-classes-usa,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
meaning of alhamdulillah,meaning of alhamdulillah,informational,islamic-terms,definition,Ireland,,none,none,none,top,GSC_IMPRESSIONS_68D:11,GSC_AVG_POSITION:67.2,45.3,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,MEDIUM,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
alhamdulillah translation in english,alhamdulillah translation in english,informational,islamic-terms,definition,Ireland,,none,none,none,top,GSC_IMPRESSIONS_68D:10,GSC_AVG_POSITION:63.1,45.1,HIGH,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
atahayat,atahayat,informational,unclustered,unknown,Denmark,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:10.5,45.1,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
barakalla,barakalla,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:10,GSC_AVG_POSITION:8.8,45.1,LOW,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
dua for rizq in arabic,dua for rizq in arabic,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:19,45.1,MEDIUM,/blog/dua-for-rizq-arabic-english,/blog/dua-for-rizq-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
durood shareef with english translation,durood shareef with english translation,informational,duas-supplications,guide,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:30,45.1,HIGH,/blog/darood-sharif,/blog/darood-sharif,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
ikhlas meaning,ikhlas meaning,informational,quran-surahs,reference,Singapore,,none,none,none,top,GSC_IMPRESSIONS_68D:10,GSC_AVG_POSITION:55.3,45.1,HIGH,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
kafat meaning,kafat meaning,informational,unclustered,unknown,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:11.5,45.1,HIGH,/blog/last-two-ayahs-surah-baqarah,/blog/last-two-ayahs-surah-baqarah,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labaik meaning in english,labaik meaning in english,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:13.5,45.1,HIGH,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
masura in english,masura in english,informational,unclustered,unknown,Italy,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:37,45.1,HIGH,/blog/dua-e-masura-arabic-english,/blog/dua-e-masura-arabic-english,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning of tahiyat akhir,meaning of tahiyat akhir,informational,salah-prayer,guide,France,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:32,45.1,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
online quran academy in usa,online quran academy in usa,commercial,quran-learning-service,service,Pakistan,,none,none,none,middle,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:57.5,45.1,MEDIUM,/locations/online-quran-classes-usa,/locations/online-quran-classes-usa,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
quran 2:201 rabbana atina fid-dunya hasanah,quran 2:201 rabbana atina fid-dunya hasanah,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:11,45.1,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names of allah in english,99 names of allah in english,informational,99-names,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:18,GSC_AVG_POSITION:43.9,44.9,HIGH,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
attahiyat in prayer,attahiyat in prayer,informational,salah-prayer,guide,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:20,44.9,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
attahiyat lillahi meaning,attahiyat lillahi meaning,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:27.2,44.9,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
attahiyat lillahi wa salawatu in english,attahiyat lillahi wa salawatu in english,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:28.8,44.9,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
best quran academy,best quran academy,commercial,quran-learning-service,service,Pakistan,,none,none,none,middle,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:119.2,44.9,MEDIUM,/blog/best-online-quran-academy-guide,/blog/best-online-quran-academy-guide,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
ijazah meaning,ijazah meaning,informational,quran-learning-service,service,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:60.8,44.9,HIGH,/blog/what-is-ijazah-in-quran-teaching,/blog/what-is-ijazah-in-quran-teaching,LOW,service,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran classes for my daughter,quran classes for my daughter,commercial,quran-learning-service,service,Pakistan,,kids,none,none,middle,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:83.2,44.9,MEDIUM,/courses/quran-classes-for-kids,/courses/quran-classes-for-kids,MEDIUM,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran female teacher,quran female teacher,commercial,quran-learning-service,service,Pakistan,,women,none,gender-preference,middle,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:98.5,44.9,MEDIUM,/female-quran-teacher-online,/female-quran-teacher-online,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
rizq ki dua in english,rizq ki dua in english,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:8,GSC_AVG_POSITION:21.6,44.7,HIGH,/blog/dua-for-rizq-arabic-english,/blog/dua-for-rizq-arabic-english,LOW,guide,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
attahiyat english,attahiyat english,informational,salah-prayer,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:16,GSC_AVG_POSITION:19.8,44.6,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
akbar meaning,akbar meaning,informational,unclustered,unknown,Sweden,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:43.3,44.4,HIGH,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
atahiato,atahiato,informational,unclustered,unknown,Sweden,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:10.7,44.4,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
attahiyat 2nd part,attahiyat 2nd part,informational,salah-prayer,guide,Nigeria,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:9,44.4,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
attahiyat arabic text,attahiyat arabic text,informational,salah-prayer,guide,India,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:8,44.4,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
